प्रचण्डलाई एमालेले सिध्याउनै पर्दैन, उनले चिनामै त्यस्तो भाग्य बोकेर आएका छन् – ओली	झापा – प्रमुख प्रतिपक्षी दल नेकपा एमालेका अध्यक्ष केपी शर्मा ओलीले माओवादी केन्द्रका अध्यक्ष पुष्पकमल दाहालप्रति कटाक्ष गर्दै उनलाई एमालेले सकेको नभई उनले चिनामा नै त्यस्तो भाग्य बोकेर आएको बताएका ...	https://l.hamropatro.com/r/https://deshsanchar.com/2022/03/05/620891/	national	n
गुगल म्यापले ठेगाना गलत देखाइरहेको छ ? यसरी सच्याउनुहोस् 	काठमाडौं । गुगल म्याप्स विश्वभर सबैभन्दा लोकप्रिय म्याप तथा नेभिगेसन एपमध्ये एक हो । दैनिक दशौँ लाख प्रयोगकर्ताले यसको प्रयोग गरिरहेका हुन्छन् । पछिल्लो समय अनलाइन बजार तथा ई-कमर्सको प्रचलन पनि बढ्...	https://l.hamropatro.com/r/https://www.techpana.com/2022/121319/	technology	p
बुक बिल्डिङबाट आइपीओ आउनुपर्छ : निर्देशिका ठीक छ, मात्र नियत खराब हुनु भएन	नेपाली पैसा   काठमाडौं : नेपाल धितोपत्र बोर्डका अध्यक्ष रमेश हमालले बुक बिल्डिङ विधिबाट आइपीओ जारी गर्ने व्यवस्था प्रभावकारी बनाउन आवश्यक रहेको बताएका छन् । सोमबार आर्थिक पत्रकारहरुसँगको भेटघाट क...	http://l.hamropatro.com/r/http://www.nepalipaisa.com/NewsDetail.aspx/id/46634	economics	x
मेयरविरुद्ध जातीय छुवाछुत गर्नेलाई दुई महिना कैद	३० फागुन, डोटी । सामाजिक सञ्जालमार्फत जातीय विभेद हुने गरी अभिव्यक्ति दिने व्यक्तिलाई उच्च अदालत दिपायलले दुई महिना कैद सजाय सुनाएको छ । २०७७ साल वैशाख २७ गते कैलालीको रेडियो डेलिमेलको फेसबुक लाइभ...	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/03/1093710	popular	n
शिक्षामन्त्रीले भने, ‘विश्वविद्यालय आधुनिकीरण नहुँदासम्म उच्च शिक्षा सुधार हुँदैन’	काठमाडौं/  शिक्षा, विज्ञान तथा प्रविधिमन्त्री देवेन्द्र पौडेलले विश्वविद्यालय आधुनिकीकरण नुहँदासम्म उच्च शिक्षामा सुधार नुहने बताएका छन् ।  थापाथली इन्जिनियरिङ क्याम्पसको ५६ औं वार्षिकोत्सवमा बोल्...	https://l.hamropatro.com/r/https://arthadabali.com/2022/03/13/22214	international	n
अवरुद्ध संसद् सञ्चालन गर्ने वातावरण मिलाउन एमालेलाई सत्ता गठबन्धनको आग्रह	सत्तारूढ गठबन्धनले प्रमुख प्रतिपक्ष दल नेकपा(एमाले)लाई अवरुद्ध संसद् सुचारु गर्नका लागि सहयोगी भूमिका निर्वाह  गर्न  आग्रह  गर्ने  निर्णय  गरेको छ  । प्रधानमन्त्री  निवास  बालुवाटारमा बिहीबार  बसे...	https://l.hamropatro.com/r/https://lokaantar.com/story/174404/2022/3/4/press/satta-gathabandhan-	national	x
गायिका स्मिताको लेखनमा ‘हराएको मुस्कान’	काठमाडौँ- गायिका स्मिता घिमिरेले आफु लिखित उपन्यास ‘हराएको मुस्कान’ सार्वजनिक गरेकी छिन् । काठमाडौँमा पत्रकार सम्मेलन गर्दै सार्वजनिक गरिएको पुस्तक उनको पहिलो लेखन हो । गायनमा रहेकी स्मिताले आफ्नो ...	https://l.hamropatro.com/r/https://www.khabarhub.com/2022/15/361682/	entertainment	x
के तिमी मलाई अब स्वीकार्दैनौ त?	महेशलाई छाडेर गएकी शिला झल्यास्स देखा परिन्। ऊ अचम्मित, आश्चर्य चकित भयो। 'अरे ! यो के भएको? तिमी त मलाई छाडेर गएको हैन र? यत्रा वर्षपछि फेरि ? अहो ! म सपनीमा छु कि क्या हो? के अचम्म हो यो?' म त य...	https://l.hamropatro.com/r/https://www.setopati.com/literature/263802	health	x
नेविसंघ नेताले मागे जिम्मेवारी, टर्च बालेर खोज्नुपर्ने दिन आएको गुनासो	काठमाडौं : नेपाली कांग्रेसको भातृ संगठन नेपाल विद्यार्थी संघका अगुवा नेता कार्यकर्ताले युवा विद्यार्थीलाई आगामी स्थानीय तहको चुनावमा महत्वपूर्ण भूमिका दिन माग गरेका छन्। शुक्रबार राजधानीमा पत्रकार...	https://l.hamropatro.com/r/https://annapurnapost.com/news/198237	popular	n
हामी दाप्सा पेटले यिनलाई कहिले तह लगाउने!	पूर्वाह्नको ४ बजेर १८ मिनटको साइत परेछ। बारा जिल्लाको कोल्वी बजारस्थित एक होटेलमा बास बसेको थिएँ। यसै त मधेस ढिलोसम्म सुत्छ, त्यसमा पनि अघिल्लो दिन पानी परेर मौसम थोरै चिसो भएको थियो। परमप्रिय धीर...	https://l.hamropatro.com/r/https://www.setopati.com/blog/263774	health	x
