श्रीलंकाका राष्ट्रपति राजापाक्षे देश छाडेर भागे	२९ असार, काठमाडौं । श्रीलंकाका राष्ट्रपति गोटाबाया राजपाक्षे देश छाडेर भागेका छन् । प्रदर्शनकारीले राष्ट्रपति निवास कब्जा गरेपछि राष्ट्रपति राजपक्षे केही दिनदेखि देश छाडेर भाग्न प्रयासरत थिए । देश ...	onlinekhabar.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/07/1156790	popular	0
देशै छाडेर भाग्न खोज्ने राष्ट्रपतिको प्रयास असफल	कोलम्बो । राष्ट्रपति पदबाट बुधबार राजीनामा दिने बताउँदै आएका संकटग्रस्त श्रीलंकाका राष्ट्रपति गोताबाय राजापाक्षेले सोमबार राति नै देश छाडेर दुबई भाग्ने प्रयास गरेको खुलासा भएको छ । यद्यपि, उनको सो...	rajdhanidaily.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://rajdhanidaily.com/id/65947/	popular	0
साउथ चाइना सी : चीनलाई अमेरिकाको चेतावनी-फिलिपिन्सको जल क्षेत्रमा आक्रमण भए रक्षा गर्न बाध्य हुन्छौँ 	मनिला । अमेरिकी विदेशमन्त्री एन्टोनी ब्लिन्केनले साउथ चाइना सीका भूभागमाथि बेइजिङको दाबी अवैध ठहर गरिएको सन् २०१६ कोे मध्यस्थता निर्णय पालना गर्न चीनलाई आह्वान गरेका छन् ।  विदेशमन्त्री ब्लिन्केनल...	baahrakhari.com	१२ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/357147	popular	0
भारतको नयाँ संसद भवनमाथि ‘हिंस्रक सिंह’ !	नयाँ दिल्ली । भारतका प्रधानमन्त्री नरेन्द्र मोदीले एक समारोहबीच भारतको नयाँ संसद भवनको माथिल्लो भागमा राखिएको काँसबाट बनेको मुलुकको राष्ट्रिय प्रतीकको अनावरण गरेका छन् ।  साढे छ मिटर अग्लो यस प्रत...	baahrakhari.com	१३ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/357145	popular	2
श्रीलङ्का: राष्ट्रपति गोटाबय राजपक्ष सैन्य विमानमा देश छोडेर भागे	श्रीलङ्कामा चरम आर्थिक सङ्कटका कारण आक्रोशित मानिसहरूले विरोध प्रदर्शन गरिरहेका बेला श्रीलङ्काका राष्ट्रपति गोटाबय राजपक्ष देश छोडेर अन्यत्र गएका छन्। देश छोड्दा उनले सेनाको विमान प्रयोग गरेका छन्।...	bbc.com	४ घण्टा अघि	https://l.hamropatro.com/r/https://www.bbc.com/nepali/news-62145391?xtor=AL-73-[partner]-[hamro.patro]-[headline]-[nepali]-[bizdev]-[isapi]	popular	0
गोटाबाया भागेपछि भारतीय उच्चायोगले किन जारी गर्‍यो सूचना?	काठमाडौं- श्रीलंकाका राष्ट्रपति गोटाबाया राजपक्षे देश छाडेर भागेपछि श्रीलंकास्थित भारतीय उच्चायोगले एक विज्ञप्ति जारी गरेको छ।  सामाजिक सञ्जाल ट्वीटरमार्फत जारी गरिएको बयानमा उच्चायोगले गोटाबाया र...	nepallive.com	१ घण्टा अघि	https://l.hamropatro.com/r/https://nepallive.com/story/286254	popular	0
अर्थले कसरी दिन सक्ला सीसीटीभी फुटेज ?	काठमाडौं । निवर्तमान अर्थमन्त्री जनार्दन शर्माले बजेट निर्माण प्रक्रियामा अनधिकृत व्यक्तिको प्रवेश गराई करको दर हेरफेर गरेको विषयमा छानबिन गर्न गठित संसदीय विशेष समितिले अर्थ मन्त्रालयसँग सीसीटीभी ...	rajdhanidaily.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://rajdhanidaily.com/id/65943/	popular	2
उपेन्द्रमाथि बाबुरामको आरोपै आरोप	काठमाडौं । सत्तारूढ जनता समाजवादी पार्टी नेपाल (जसपा) संघीय परिषद्का अध्यक्ष डा. बाबुराम भट्टराईले केन्द्रीय समितिका अध्यक्ष उपेन्द्र यादवले एकलौटी र स्वेच्छाचारी प्रवृत्ति देखाएको आरोप लगाएका छन् ...	rajdhanidaily.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://rajdhanidaily.com/id/65948/	popular	0
श्रीलंकाका राष्ट्रपति गोटाबाय राजापाक्षेले छाडे देश	श्रीलंकाका राष्ट्रपतिले देश छाडेका छन् । श्रीलंकाको आर्थिक संकटलाई लिएर व्यापक प्रदर्शन भइरहेका बेला राष्ट्रपति गोटाबाया राजापाक्षे बुधबार बिहान सेनाको एउटा विमानमा चढेर देश छाडेका छन् ।  ७३ वर्षी...	ratopati.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/251241/2022/7/13/srilanka	popular	0
को हुन् एमालेका मिस्टर एम.अधिकारी? गभर्नर नै हुन्?	देशको सबैभन्दा ठूलो दल नेकपा एमाले भूमिगत पार्टी होइन। तर, उसले हालै घनश्याम भुसालको संयोजकत्वमा गठन गरेको अर्थ योजना विभागका एकजना सदस्यको वास्तविक नाम लुकाएर भूमिगत कालमा जस्तै ‘टेक नेम’ प्रयोग ग...	nepalkhabar.com	२ घण्टा अघि	https://l.hamropatro.com/r/https://nepalkhabar.com/politics/136907-2022-7-13-9-16-37	popular	1
