ललितपुरमा एकै परिवारका ५ जनाको मृत्यु हुनुको कारण के हो ?	ललितपुरको कोन्ज्योसोम गाउँपालिका–४ स्थित नल्लुमा २ दिनअघि शिशुको जन्म भएपछि स्याङ्तान परिवारमा खुसी छाएको थियो तर त्यो खुसी लामो समयसम्म टिक्न सकेन । स्याङ्तान परिवारमा खुसी छर्ने शिशु र खुसी मनाउ...	lokaantar.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174855/2022/3/8/press/death	popular
युक्रेन-रुस युद्धः रुसको चेतावनीअनुसार तेलको मूल्य कति पुग्न सक्छ	पश्चिमा देशहरूले रुसी तेलमाथि प्रतिबन्ध लगाए तेलको मूल्यमा व्यापक वृद्धि हुने मस्कोले चेतावनी दिएको छ। अन्तर्राष्ट्रिय बजारमा प्रतिब्यारल तेलको मूल्य तीन सय डलरसम्म पुग्न सक्ने उसको चेतावनी छ। प्...	bbc.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://www.bbc.com/nepali/news-60657087?xtor=AL-73-[partner]-[hamro.patro]-[headline]-[nepali]-[bizdev]-[isapi]	popular
सोनाक्षीविरुद्ध पक्राउ पुर्जी	मुम्बई । ‘आर्थिक लेनदेनमा धोका दिएको’ भन्दै बलिउड अभिनेतृ सोनाक्षी सिन्हाविरुद्ध प्रहरीले पक्राउ पुर्जी जारी गरेको छ । दिल्लीमा एक कार्यक्रमका लागि ३७ लाख लिएर पनि सहभागी नभएको आरोपमा आयोजकले उनीव...	rajdhanidaily.com	७ घण्टा अघि	https://l.hamropatro.com/r/https://rajdhanidaily.com/id/57723/	popular
११ वर्षीय बालिकालाई पनि ‘विष’ खुवाएर किन गरे परिवारका सबै सदस्यले आत्महत्या प्रयास ?	काठमाडौं । ‘सुसाइड’ नोट लखेर आत्महत्याको प्रयास गर्ने काठमाडौंमा एकै परिवारका पाँचजनाबारे प्रहरी अनुसन्धान जारी छ । पाँचमध्ये एकजनाको मृत्यु भएको छ । चारजनाको अचेत अवस्थामा स्वयम्भूस्थित मनमोहन मेम...	baahrakhari.com	३ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343622	popular
थप इन्धन किन्न नसक्ने अवस्थामा आयल निगम	अन्तर्राष्ट्रिय बजारमा कच्चा तेलको मूल्य नयाँ रेकर्ड कायम गरेर १ सय ३० डलर प्रतिब्यारल पुगेको छ। युक्रेन र रुसबीचको युद्धका कारण अन्तर्राष्ट्रिय बजारमा कच्चा तेलको मूल्य बढेर १४ वर्षयताकै उच्च बिन्...	ratopati.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225130/2022/3/8/oil-corporation-	popular
भक्तपुरमा अर्धनग्न अवस्थामा मृत भेटिएकी महिला गर्थिन् मजदुरी, पहिचान खुल्यो	काठमाडौं । भक्तपुरमा मृतावस्थामा फेलापरेकी महिलाको पहिचान खुलेको छ । गए राति चाँगुनारायण नगरपालिका–७, बागरेस्थित तरकारी खेती हुँदै आएको जग्गामा टिनको कच्ची टहराभित्र महिलाको शव फेलापरेको थियो । मृ...	baahrakhari.com	२ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343624	popular
‘सुसाइड’ नोट लेखेर आत्महत्या प्रयास गरेका चारजना अझै अचेत, एकको मृत्यु	काठमाडौं । ‘सुसाइड’ नोट लखेर आत्महत्याको प्रयास गर्ने काठमाडौंमा एकै परिवारका पाँच जनाको पहिचान खुलेको छ । जसमध्ये एकजनाको मृत्यु भएको छ । काठमाडौंको नागर्जुन नगरपालिका–६, रामकोटमा हिजो साँझ एकै प...	baahrakhari.com	५ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343607	popular
युक्रेनसँग रुसका 'पूरा गर्नै नसकिने' माग, दुई देशबीच तेस्रो चरणको वार्ता हुँदै	मस्को । रुसी फौजले सोमबार आफूले युद्ध विराम गर्ने र मानवीय उद्धार मार्गहरू खोलिदिने बताउँदै युक्रेनका सहरहरूका आवासीय क्षेत्रहरूमा व्यापक बमबारी र रकेट प्रहार कार्यलाई निरन्तरता दिइरहेको छ । रुस र ...	baahrakhari.com	१३ घण्टा अघि	https://l.hamropatro.com/r/https://baahrakhari.com/news-details/343602	popular
काठमाडौंको रामकोटमा एकै परिवारका ५ जना बेहोस भेटिए, एक जनाको मृत्यु	काठमाडौं : काठमाडौंको नागार्जुन नगरपालिकास्थित रामकोटमा एकै परिवारका ५ जना बेहोस अवस्थामा भेटिएका छन्। तीमध्ये एक जनाको मृत्यु भएको महानगरीय प्रहरी परिसर काठमाडौंका एसएसपी सुदिप गिरीले जानकारी दिए।...	annapurnapost.com	१३ घण्टा अघि	https://l.hamropatro.com/r/https://annapurnapost.com/news/197940	popular
रामकोट घटनाका परिवारले लेखेको नोट फेला, घटनाको कारण खोतल्दै प्रहरी	काठमाडौंको नागार्जुन नगरपालिका–६ रामकोटस्थित डाँडापौवामा सोमबार राति विष पिएको परिवारका ५ जनामध्ये ४ जनाको गम्भीर अवस्थमा उपचार भइरहेको छ । ६२ वर्षीया इन्दिरामाया प्रधान सहित विष पिएका ४ जनाको स्वय...	ratopati.com	४ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225163/2022/3/8/ramkot-ghatana-	popular
के साँच्चै घाइते थिए रोनाल्डो ?	क्रिस्टियानो रोनाल्डो अर्को सिजन म्यानचेस्टर युनाइटेडका लागि खेल्ने छैनन् । त्यो अब लगभग निश्चित देखिन्छ। इतिहादमा आइतबारको म्यानचेस्टर डर्बीमा रोनाल्डोको नाम बेन्चमा पनि थिएन। रोनाल्डो घाइते भएको...	ratopati.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://ratopati.com/story/225142/2022/3/8/cristiano-ronaldo-	popular
छोरी, ज्वाइँ अटाउँदा चित्रबहादुरहरु अटेनन्	२२ फागुन, काठमाडौं । नेकपा माओवादी केन्द्रको केन्द्रीय समितिको सोमबारको बैठकमा अध्यक्ष पुष्पकमल दाहाल प्रचण्डले केन्द्रीय सदस्यका लागि ९७ जनाको नाम प्रस्ताव गरे । उनले पढेको सूचीको ३२ औं नम्बरमा छो...	onlinekhabar.com	१४ घण्टा अघि	https://l.hamropatro.com/r/https://www.onlinekhabar.com/2022/03/1090467	popular
काठमाडौंमा ५ जनाद्वारा सामूहिक विष सेवन : १ जनाको मृत्यु, ४ जना बोल्न नसक्ने अवस्थामा	काठमाडौंको नागार्जुन नगरपालिका–६ डाडापौवामा ५ जनाले सामूहिक विष सेवन गरेका छन्, जसमध्ये १ जनाको मृत्यु भइसकेको छ । स्थानीय उद्धवराज पुरीको २ तल्ले पक्की घरको दोस्रो तलामा फ्ल्याट भाडामा लिई बस्ने ...	lokaantar.com	६ घण्टा अघि	https://l.hamropatro.com/r/https://lokaantar.com/story/174863/2022/3/8/current-affairs/poison	popular
